ID	A1	A2
282	-3.544922	54.633593
283	-3.545278	54.629903
284	-3.550524	54.635867
285	-3.545311	54.638944
286	-3.542398	54.635683
287	-3.538783	54.637589
288	-3.489242	54.654009
289	-3.489832	54.654038
290	-3.497901	54.653408
291	-3.462873	54.644031
292	-3.464369	54.647257
293	-3.464261	54.645569
294	-3.484577	54.653168
295	-3.56342	54.615811
296	-3.548788	54.613429
297	-3.563564	54.613895
298	-3.537624	54.613454
299	-3.537329	54.615498
300	-3.515002	54.611447
301	-3.529967	54.607889
302	-3.545546	54.614513
303	-3.538446	54.617182
304	-3.499733	54.642555
305	-3.518992	54.648714
306	-3.521071	54.644204
307	-3.524363	54.646849
308	-3.528768	54.645284
309	-3.139572	54.51398
310	-3.15709	54.564808
311	-3.155108	54.54119
312	-3.18776	54.603103
313	-3.120346	54.602721
314	-3.117497	54.603251
315	-3.124744	54.603885
316	-3.128642	54.603219
317	-3.142223	54.602813
318	-3.144921	54.605744
319	-3.143495	54.600716
320	-3.138718	54.600923
321	-3.137395	54.600117
322	-3.133773	54.600673
323	-3.139116	54.601324
324	-3.137107	54.601432
325	-3.140003	54.601477
326	-3.133199	54.604552
327	-3.140666	54.601947
328	-3.126116	54.5975
329	-3.112765	54.596635
330	-3.126602	54.596057
331	-3.120786	54.599014
332	-3.204783	54.1872
333	-3.196403	54.190474
334	-3.187498	54.196359
335	-3.209624	54.185578
336	-3.208262	54.184055
337	-3.153091	54.17728
338	-3.183138	54.156945
339	-3.179137	54.157874
340	-3.181678	54.159467
341	-3.182881	54.157073
342	-3.180986	54.158269
343	-3.181654	54.156447
344	-3.186097	54.155469
345	-3.181414	54.15609
346	-3.179277	54.156893
347	-3.179379	54.155094
348	-3.177061	54.158128
349	-3.183067	54.152856
350	-3.177224	54.15632
351	-3.172791	54.159841
352	-3.17408	54.158831
353	-3.174607	54.160687
354	-3.176228	54.156842
355	-3.179464	54.149467
356	-3.177502	54.150466
357	-3.223116	54.13181
358	-3.21365	54.131007
359	-3.218803	54.127728
360	-3.219367	54.134958
361	-3.221119	54.137277
362	-3.218477	54.131731
363	-3.221448	54.13962
364	-3.200259	54.144255
365	-3.214129	54.158892
366	-3.207899	54.136395
367	-3.211495	54.14159
368	-3.209424	54.130421
369	-3.201274	54.132237
370	-3.236856	54.115761
371	-3.234363	54.112703
372	-3.229325	54.113025
373	-3.236131	54.116577
374	-3.237175	54.115146
375	-3.231018	54.118544
376	-3.236676	54.116374
377	-3.234524	54.118113
378	-3.230435	54.112285
379	-3.239674	54.124046
380	-3.22606	54.118514
381	-3.233491	54.118348
382	-3.232077	54.112466
383	-3.233898	54.116079
384	-3.239939	54.11652
385	-3.229054	54.117845
386	-3.23518	54.114969
387	-3.237966	54.119111
388	-3.230596	54.119267
389	-3.232288	54.120086
390	-3.234544	54.122382
391	-3.236196	54.121844
392	-3.234374	54.120271
393	-3.234898	54.119376
394	-3.230485	54.136697
395	-3.233293	54.135895
396	-3.230062	54.138436
397	-3.232407	54.137504
398	-3.227786	54.14014
399	-3.231481	54.135194
400	-3.232332	54.13497
401	-3.230219	54.137517
402	-3.230689	54.135319
403	-3.230493	54.145208
404	-3.23354	54.133924
405	-3.233338	54.134852
406	-3.232041	54.132924
407	-3.230446	54.127619
408	-3.22778	54.122352
409	-3.226811	54.122182
410	-3.229064	54.123346
411	-3.227329	54.12313
412	-3.225178	54.122334
413	-3.227685	54.124313
414	-3.224021	54.12772
415	-3.223289	54.124681
416	-3.224075	54.126947
417	-3.22134	54.117214
418	-3.211253	54.116012
419	-3.209141	54.118083
420	-3.224542	54.119419
421	-3.216054	54.122678
422	-3.217338	54.121083
423	-3.214057	54.121907
424	-3.214151	54.128261
425	-3.215017	54.124369
426	-3.223411	54.127799
427	-3.213326	54.127271
428	-3.213873	54.123985
429	-3.223043	54.123101
430	-3.221306	54.123326
431	-3.222341	54.122623
432	-3.221322	54.124395
433	-3.221522	54.121841
434	-3.219241	54.122852
435	-3.223596	54.121092
436	-3.222085	54.120693
437	-3.224119	54.118066
438	-3.223323	54.120636
439	-3.223577	54.119923
440	-3.226072	54.121003
441	-3.203238	54.120281
442	-3.20084	54.114607
443	-3.198055	54.117232
444	-3.196055	54.118447
445	-3.202089	54.112293
446	-3.187167	54.12116
447	-3.186222	54.116999
448	-3.196188	54.115624
449	-3.196252	54.112522
450	-3.1995	54.110584
451	-3.192468	54.115005
452	-3.162747	54.087262
453	-3.170473	54.08529
454	-3.17408	54.073328
455	-3.183797	54.122622
456	-3.181277	54.119034
457	-3.211738	54.108511
458	-3.21428	54.109636
459	-3.21489	54.11114
460	-3.216014	54.111938
461	-3.216633	54.112686
462	-3.212907	54.110306
463	-3.206393	54.119863
464	-3.204233	54.11975
465	-3.202937	54.118864
466	-3.206526	54.109687
467	-3.20798	54.112351
468	-3.207393	54.111108
469	-3.208174	54.110075
470	-3.206083	54.111274
471	-3.211935	54.114208
472	-3.21025	54.109919
473	-3.212368	54.111741
474	-3.210622	54.112181
475	-3.211229	54.110988
476	-3.209666	54.111939
477	-3.215446	54.113426
478	-3.216651	54.114852
479	-3.214124	54.113197
480	-3.213143	54.112074
481	-3.210698	54.115856
482	-3.206305	54.117356
483	-3.2085	54.116013
484	-3.203908	54.118054
485	-3.208131	54.113869
486	-3.205489	54.116133
487	-3.207144	54.113591
488	-3.202852	54.114883
489	-3.224991	54.113923
490	-3.224937	54.113123
491	-3.221275	54.112415
492	-3.225783	54.111713
493	-3.226517	54.111705
494	-3.226617	54.113529
495	-3.228233	54.11078
496	-3.230059	54.111975
497	-3.221636	54.113759
498	-3.226003	54.11242
499	-3.227939	54.113228
500	-3.226655	54.11378
501	-3.228536	54.112727
502	-3.222823	54.112498
503	-3.227469	54.112855
504	-3.224788	54.111696
505	-3.220622	54.115154
506	-3.222569	54.114792
507	-3.221589	54.114218
508	-3.229397	54.11235
509	-3.223244	54.113284
510	-3.219813	54.111567
511	-3.218393	54.112696
512	-3.22062	54.111963
513	-3.217785	54.111264
514	-3.221289	54.113915
515	-3.222622	54.111376
516	-3.219708	54.113221
517	-3.219207	54.111779
518	-3.222849	54.112857
519	-3.219872	54.112024
520	-3.223817	54.110915
521	-3.216008	54.109106
522	-3.225631	54.109683
523	-3.224603	54.110601
524	-3.221624	54.108124
525	-3.2236	54.109281
526	-3.217722	54.109655
527	-3.220533	54.110067
528	-3.22445	54.109039
529	-3.223289	54.109635
530	-3.227543	54.10916
531	-3.222443	54.111019
532	-3.220349	54.110572
533	-3.220708	54.108726
534	-3.219858	54.109984
535	-3.222067	54.109674
536	-3.228046	54.114772
537	-3.226534	54.116415
538	-3.228221	54.114483
539	-3.227913	54.115466
540	-3.226606	54.114724
541	-3.227331	54.116991
542	-3.224684	54.114906
543	-3.221686	54.115448
544	-3.223688	54.115904
545	-3.225623	54.11459
546	-3.228447	54.114373
547	-3.227168	54.11408
548	-3.224353	54.114567
549	-3.229178	54.114285
550	-3.225795	54.115757
551	-3.224775	54.114887
552	-3.228183	54.113746
553	-3.224177	54.116924
554	-3.227666	54.114857
555	-3.233151	54.116698
556	-3.229629	54.115044
557	-3.230678	54.117406
558	-3.231915	54.116288
559	-3.231113	54.118139
560	-3.232282	54.11525
561	-3.233835	54.117571
562	-3.231638	54.115212
563	-3.230542	54.11641
564	-3.232007	54.11733
565	-3.250894	54.111481
566	-3.251913	54.118904
567	-3.252506	54.113208
568	-3.250899	54.119759
569	-3.247336	54.109649
570	-3.246965	54.110551
571	-3.248958	54.112202
572	-3.249036	54.11177
573	-3.252805	54.105871
574	-3.25111	54.104936
575	-3.25036	54.106444
576	-3.253251	54.105435
577	-3.252382	54.105533
578	-3.251232	54.106957
579	-3.253295	54.104877
580	-3.269387	54.118442
581	-3.259884	54.109814
582	-3.263878	54.112891
583	-3.258299	54.109004
584	-3.264162	54.113679
585	-3.261688	54.112285
586	-3.261251	54.114537
587	-3.266503	54.117187
588	-3.26559	54.116334
589	-3.263198	54.115658
590	-3.265254	54.117362
591	-3.262853	54.111365
592	-3.227766	54.103765
593	-3.225903	54.103334
594	-3.229294	54.102689
595	-3.226827	54.103568
596	-3.228127	54.102539
597	-3.226066	54.102119
598	-3.231558	54.103223
599	-3.23002	54.103445
600	-3.238088	54.107308
601	-3.235702	54.107827
602	-3.230574	54.103053
603	-3.231417	54.102065
604	-3.238161	54.108215
605	-3.236102	54.105333
606	-3.237055	54.107535
607	-3.236532	54.105913
608	-3.253523	54.103293
609	-3.254107	54.100869
610	-3.248967	54.105884
611	-3.246443	54.101317
612	-3.248261	54.104282
613	-3.249273	54.085558
614	-3.2433	54.085701
615	-3.249757	54.099107
616	-3.249376	54.101188
617	-3.261367	54.103247
618	-2.979741	54.950845
619	-3.002875	54.946846
620	-2.963255	55.010954
621	-2.966435	55.009868
622	-2.960898	55.012437
623	-2.96432	55.009696
624	-2.97319	55.009877
625	-2.942272	54.997701
626	-2.970448	55.010312
627	-2.970141	55.005345
628	-2.971545	55.011688
629	-2.956604	54.992988
630	-2.926001	54.977418
631	-2.751754	55.091452
632	-2.756538	55.066845
633	-2.735484	54.940787
634	-2.728368	54.940911
635	-2.747875	54.939795
636	-2.737083	54.932618
637	-2.741596	54.942943
638	-2.736508	54.942138
639	-2.738399	54.939718
640	-2.735963	54.942213
641	-2.734201	54.942341
642	-2.737741	54.942131
643	-2.733958	54.941857
644	-2.736135	54.942266
645	-2.734279	54.943221
646	-2.731076	54.943052
647	-2.732239	54.946936
648	-2.738271	54.948067
649	-2.683713	55.000894
650	-2.728158	55.012184
651	-2.948253	54.911913
652	-2.949228	54.911591
653	-2.95314	54.906842
654	-2.947199	54.912856
655	-2.954964	54.910764
656	-2.953713	54.910603
657	-2.954718	54.90825
658	-2.948529	54.909718
659	-2.952727	54.909173
660	-2.947726	54.926682
661	-2.953097	54.919541
662	-2.952482	54.916634
663	-2.94667	54.925567
664	-2.951719	54.925941
665	-2.952853	54.923713
666	-2.952162	54.922217
667	-2.944596	54.919625
668	-2.943769	54.916963
669	-2.940382	54.916198
670	-2.938495	54.913544
671	-2.939215	54.912972
672	-2.9375	54.908348
673	-2.939012	54.911625
674	-2.909616	54.891243
675	-2.907734	54.8914
676	-2.894071	54.891861
677	-2.899878	54.88941
678	-2.908628	54.89302
679	-2.927604	54.924285
680	-2.91957	54.923007
681	-2.924417	54.927518
682	-2.954983	54.928665
683	-2.884028	54.925931
684	-2.923247	54.908475
685	-2.936992	54.900542
686	-2.938064	54.903733
687	-2.893641	54.897122
688	-2.987639	54.894048
689	-2.978043	54.894413
690	-2.985474	54.894776
691	-2.981484	54.896102
692	-2.980036	54.893013
693	-2.97729	54.890986
694	-2.979761	54.894507
695	-2.971405	54.894583
696	-2.977296	54.897035
697	-2.98019	54.897434
698	-3.048401	54.878432
699	-3.05052	54.920319
700	-3.058673	54.920671
701	-2.975982	54.887834
702	-2.978829	54.890812
703	-2.977799	54.888826
704	-2.983654	54.891744
705	-2.977957	54.889579
706	-2.988283	54.889136
707	-2.980531	54.887689
708	-2.935852	54.899841
709	-2.951903	54.898683
710	-2.936477	54.895828
711	-2.935285	54.898237
712	-2.939794	54.896324
713	-2.934278	54.894479
714	-2.935808	54.895896
715	-2.934616	54.89764
716	-2.934695	54.896983
717	-2.939136	54.896185
718	-2.937272	54.895175
719	-2.941185	54.895136
720	-2.936631	54.897085
721	-2.934405	54.895916
722	-2.945726	54.894624
723	-2.937651	54.895361
724	-2.937852	54.895962
725	-2.932271	54.8987
726	-2.936492	54.895819
727	-2.946509	54.896101
728	-2.932922	54.892495
729	-2.934269	54.892763
730	-2.930119	54.891267
731	-2.925636	54.892263
732	-2.932206	54.894558
733	-2.932623	54.891697
734	-2.928451	54.894677
735	-2.936474	54.893681
736	-2.929401	54.891902
737	-2.926052	54.892736
738	-2.931179	54.891942
739	-2.933827	54.893162
740	-2.931534	54.893116
741	-2.924124	54.894323
742	-2.939329	54.89311
743	-2.926205	54.891899
744	-2.926061	54.895135
745	-2.93587	54.890513
746	-2.931852	54.894076
747	-2.932603	54.893513
748	-2.933591	54.895096
749	-2.928206	54.890778
750	-2.929514	54.89616
751	-2.93039	54.891535
752	-2.93339	54.893848
753	-2.931373	54.89292
754	-2.935495	54.892511
755	-2.93279	54.895551
756	-2.933246	54.892339
757	-2.928923	54.890809
758	-2.932507	54.892066
759	-2.924922	54.891738
760	-2.927058	54.889008
761	-2.924901	54.890813
762	-2.926348	54.889337
763	-2.918914	54.889438
764	-2.924596	54.889754
765	-2.922481	54.890651
766	-2.926648	54.888813
767	-2.920625	54.888589
768	-2.919742	54.888821
769	-2.914646	54.893712
770	-2.913556	54.893109
771	-2.916477	54.891955
772	-2.914898	54.890394
773	-2.91055	54.894633
774	-2.917306	54.893431
775	-2.92174	54.894404
776	-2.919064	54.891899
777	-2.917112	54.895212
778	-2.918413	54.893441
779	-2.920367	54.890928
780	-2.923811	54.894263
781	-2.920275	54.892366
782	-2.918601	54.891409
783	-2.923636	54.892772
784	-2.919892	54.890599
785	-2.947541	54.909492
786	-2.944461	54.906515
787	-2.936783	54.904327
788	-2.943683	54.905928
789	-2.822538	54.881088
790	-2.821653	54.902698
791	-2.717285	54.862857
792	-2.755744	54.905759
793	-2.95972	54.894281
794	-2.959553	54.897113
795	-2.955089	54.895612
796	-2.951781	54.893535
797	-2.958352	54.89511
798	-2.954979	54.892952
799	-2.95223	54.894052
800	-2.96222	54.893884
801	-2.957018	54.896756
802	-2.956876	54.894034
803	-2.955635	54.892345
804	-2.952336	54.890601
805	-2.952138	54.892148
806	-2.954133	54.890146
807	-2.944317	54.887068
808	-2.943994	54.887898
809	-2.945195	54.892571
810	-2.942708	54.892931
811	-2.943167	54.893224
812	-2.949208	54.889547
813	-2.950114	54.88962
814	-2.946427	54.889299
815	-2.941771	54.891501
816	-2.950198	54.89184
817	-2.949784	54.881544
818	-2.946145	54.883891
819	-2.946863	54.881944
820	-2.944622	54.883426
821	-2.947242	54.882166
822	-2.949244	54.885745
823	-2.953802	54.882079
824	-2.959575	54.883615
825	-2.952631	54.883975
826	-2.968841	54.890371
827	-2.963881	54.891597
828	-2.967837	54.890128
829	-2.966421	54.890247
830	-2.965743	54.888625
831	-2.9626	54.889531
832	-2.961066	54.888618
833	-2.960555	54.890725
834	-2.960558	54.889556
835	-2.967483	54.894866
836	-2.964826	54.897224
837	-2.965322	54.894497
838	-2.967044	54.892803
839	-2.972909	54.892945
840	-2.96443	54.895016
841	-2.971284	54.892787
842	-2.962445	54.879782
843	-2.966151	54.88288
844	-2.964866	54.884543
845	-2.968895	54.882265
846	-2.965934	54.883564
847	-2.967446	54.884217
848	-2.965036	54.882538
849	-2.962426	54.878973
850	-2.967429	54.879625
851	-2.964745	54.875576
852	-2.957155	54.878826
853	-2.96479	54.878748
854	-2.971393	54.879171
855	-2.973402	54.877834
856	-2.965423	54.880441
857	-2.969125	54.878857
858	-2.957088	54.88784
859	-2.9535	54.885784
860	-2.974495	54.886938
861	-2.963604	54.887205
862	-2.965729	54.886073
863	-2.979414	54.88857
864	-2.976013	54.885245
865	-2.97129	54.887862
866	-2.978276	54.887276
867	-2.929604	54.87975
868	-2.930612	54.88154
869	-2.923964	54.883253
870	-2.92664	54.880995
871	-2.926802	54.878558
872	-2.933618	54.889542
873	-2.925262	54.887512
874	-2.933036	54.891326
875	-2.92348	54.887292
876	-2.931473	54.890475
877	-2.931011	54.883972
878	-2.928396	54.888899
879	-2.927475	54.88204
880	-2.930751	54.882168
881	-2.935065	54.892101
882	-2.927329	54.881816
883	-2.926009	54.883372
884	-2.929902	54.882525
885	-2.93128	54.888904
886	-2.933471	54.887916
887	-2.925204	54.882282
888	-2.926093	54.888386
889	-2.932753	54.881793
890	-2.928332	54.882707
891	-2.931448	54.883331
892	-2.941492	54.886902
893	-2.939678	54.889998
894	-2.941483	54.887854
895	-2.942504	54.886166
896	-2.939756	54.890007
897	-2.937184	54.890017
898	-2.939514	54.88698
899	-2.93882	54.887318
900	-2.939284	54.885157
901	-2.942086	54.881649
902	-2.940867	54.885496
903	-2.941773	54.884913
904	-2.939408	54.885786
905	-2.939292	54.885481
906	-2.918909	54.88508
907	-2.915844	54.880555
908	-2.910605	54.88046
909	-2.914208	54.882644
910	-2.914905	54.881776
911	-2.911091	54.877823
912	-2.913026	54.883434
913	-2.911144	54.879467
914	-2.92378	54.888152
915	-2.920073	54.887614
916	-2.918676	54.887876
917	-2.918947	54.887443
918	-2.919355	54.887584
919	-2.91691	54.889076
920	-2.921634	54.888393
921	-2.922922	54.888105
922	-2.922687	54.889445
923	-2.921995	54.887105
924	-2.921295	54.886517
925	-2.917951	54.888232
926	-2.923746	54.888718
927	-2.897294	54.888171
928	-2.902085	54.891173
929	-2.904829	54.888412
930	-2.902055	54.887758
931	-2.914161	54.888126
932	-2.906929	54.889609
933	-2.903233	54.890958
934	-2.897575	54.881878
935	-2.898204	54.880022
936	-2.893334	54.882547
937	-2.89601	54.883022
938	-2.899117	54.886737
939	-2.89123	54.883237
940	-2.889992	54.882967
941	-2.900169	54.878705
942	-2.893579	54.877414
943	-2.904437	54.877873
944	-2.908744	54.882981
945	-2.902712	54.880887
946	-2.908137	54.878133
947	-2.905251	54.881489
948	-2.904972	54.876719
949	-2.900984	54.881691
950	-2.90529	54.876977
951	-2.905689	54.8802
952	-2.898805	54.881833
953	-2.90677	54.874881
954	-2.909493	54.876757
955	-2.905565	54.873973
956	-2.907363	54.872837
957	-2.909723	54.875919
958	-2.907073	54.873126
959	-2.937123	54.879342
960	-2.935785	54.876773
961	-2.934831	54.877292
962	-2.93113	54.877671
963	-2.934484	54.87982
964	-2.929593	54.876542
965	-2.928841	54.875047
966	-2.930725	54.876982
967	-2.933227	54.876002
968	-2.930912	54.876298
969	-2.919191	54.870106
970	-2.920698	54.871945
971	-2.922707	54.869836
972	-2.922418	54.875617
973	-2.909609	54.874986
974	-2.906828	54.874
975	-2.924913	54.878411
976	-2.921838	54.876826
977	-2.925823	54.877325
978	-2.926724	54.875144
979	-2.926918	54.876131
980	-2.932807	54.872662
981	-2.932438	54.87288
982	-2.928288	54.877397
983	-2.985241	54.824555
984	-2.889741	54.87862
985	-2.935845	54.868576
986	-2.920549	54.868154
987	-2.886289	54.876884
988	-2.883087	54.877284
989	-2.885262	54.876235
990	-2.895432	54.8696
991	-2.929686	54.865029
992	-2.912456	54.850628
993	-2.983761	54.844329
994	-3.005989	54.860188
995	-2.985029	54.844597
996	-2.991859	54.840506
997	-2.988513	54.840606
998	-2.980657	54.872339
999	-2.895693	54.874325
1000	-2.897942	54.872448
1001	-2.90208	54.875626
1002	-2.902504	54.873655
1003	-2.973219	54.879938
1004	-2.978293	54.884122
1005	-2.974502	54.87885
1006	-2.980126	54.885149
1007	-2.966434	54.885573
1008	-2.975756	54.880403
1009	-2.980109	54.885716
1010	-3.538749	54.597316
1011	-3.539242	54.595602
1012	-3.541319	54.588717
1013	-3.541066	54.592675
1014	-3.539632	54.596495
1015	-3.538231	54.597924
1016	-3.543235	54.594373
1017	-3.544244	54.59321
1018	-3.541103	54.594877
1019	-3.538027	54.601549
1020	-3.537926	54.600517
1021	-3.568478	54.58223
1022	-3.580846	54.566744
1023	-3.579589	54.568244
1024	-3.572361	54.580606
1025	-3.552063	54.561545
1026	-3.551498	54.559691
1027	-3.560403	54.577436
1028	-3.549115	54.55885
1029	-3.552647	54.572026
1030	-3.580907	54.557144
1031	-3.581987	54.559863
1032	-3.587025	54.55142
1033	-3.58367	54.554214
1034	-3.580659	54.560329
1035	-3.582623	54.555531
1036	-3.588271	54.548851
1037	-3.584785	54.548268
1038	-3.583687	54.548264
1039	-3.585504	54.547674
1040	-3.589227	54.549198
1041	-3.587568	54.549858
1042	-3.584461	54.54909
1043	-3.591521	54.546948
1044	-3.590845	54.546283
1045	-3.583461	54.549229
1046	-3.586654	54.549016
1047	-3.591036	54.547206
1048	-3.587326	54.550409
1049	-3.58782	54.548803
1050	-3.587104	54.547482
1051	-3.587289	54.551057
1052	-3.588122	54.550192
1053	-3.590048	54.548837
1054	-3.590576	54.548488
1055	-3.588196	54.548133
1056	-3.589544	54.54781
1057	-3.590366	54.548266
1058	-3.588256	54.548465
1059	-3.585784	54.546133
1060	-3.586689	54.550337
1061	-3.587159	54.549693
1062	-3.589599	54.544843
1063	-3.589983	54.545584
1064	-3.585145	54.545998
1065	-3.583598	54.544778
1066	-3.587894	54.545135
1067	-3.583865	54.547282
1068	-3.580571	54.542849
1069	-3.581725	54.543526
1070	-3.579542	54.540238
