ID	a1	a2
395	0.57576	0.83502
396	0.58249	0.84848
397	0.55892	0.83165
398	0.54545	0.80808
399	0.55892	0.81481
400	0.55892	0.82492
401	0.56566	0.83165
402	0.56902	0.83838
403	0.58586	0.84512
404	0.58923	0.84512
405	0.56229	0.82155
406	0.55219	0.82155
407	0.54209	0.78788
408	0.54545	0.79798
409	0.55556	0.80471
410	0.56902	0.83165
411	0.57239	0.82828
412	0.57912	0.82828
413	0.56902	0.82155
414	0.56566	0.82492
415	0.58249	0.73401
416	0.59596	0.75084
417	0.61616	0.76431
418	0.62963	0.79125
419	0.61953	0.77778
420	0.61279	0.77104
421	0.60269	0.75758
422	0.59933	0.74074
423	0.61616	0.75084
424	0.6229	0.76768
425	0.62963	0.78788
426	0.61953	0.77104
427	0.60943	0.75758
428	0.60943	0.74747
429	0.59259	0.74747
430	0.58249	0.74411
431	0.60269	0.75758
432	0.6229	0.77778
433	0.62963	0.78114
434	0.62626	0.76431
435	0.60943	0.75421
436	0.58923	0.73737
437	0.62963	0.77441
438	0.60606	0.75084
439	0.57912	0.67003
440	0.58586	0.65993
441	0.58923	0.6633
442	0.59259	0.65993
443	0.59259	0.64646
444	0.59259	0.633
445	0.59259	0.61279
446	0.58923	0.59933
447	0.58923	0.60943
448	0.58249	0.6229
449	0.58249	0.63636
450	0.58249	0.64983
451	0.58249	0.65993
452	0.58923	0.63973
453	0.58923	0.60943
454	0.59259	0.59933
455	0.59259	0.61279
456	0.59259	0.6229
457	0.58586	0.6431
458	0.58249	0.64646
459	0.58923	0.58923
460	0.58249	0.57912
461	0.57912	0.59596
462	0.57912	0.60606
463	0.57912	0.6229
464	0.57912	0.64983
465	0.58586	0.58586
466	0.58586	0.61279
467	0.57239	0.62963
468	0.58249	0.62626
469	0.57239	0.60606
470	0.57576	0.61279
471	0.61279	0.70707
472	0.61279	0.68013
473	0.61279	0.65657
474	0.61279	0.63973
475	0.61279	0.61616
476	0.61279	0.59596
477	0.61279	0.56902
478	0.61279	0.53535
479	0.61279	0.55556
480	0.61616	0.56902
481	0.61616	0.58586
482	0.61616	0.60269
483	0.61616	0.61953
484	0.61616	0.63636
485	0.61616	0.6532
486	0.61616	0.67003
487	0.61616	0.6936
488	0.61953	0.71044
489	0.61953	0.69024
490	0.62626	0.67677
491	0.62626	0.6633
492	0.62963	0.64983
493	0.62963	0.63636
494	0.6229	0.6431
495	0.62626	0.633
496	0.6229	0.61953
497	0.61279	0.62963
498	0.62626	0.62963
499	0.633	0.62626
500	0.633	0.61953
501	0.62626	0.61279
502	0.62626	0.59596
503	0.62963	0.60269
504	0.63636	0.61279
505	0.62963	0.58586
506	0.62626	0.57576
507	0.62626	0.56229
508	0.62626	0.55556
509	0.62626	0.53872
510	0.61953	0.54545
511	0.62963	0.54545
512	0.6229	0.53199
513	0.6229	0.52189
514	0.62963	0.52189
515	0.633	0.55556
516	0.633	0.56902
517	0.633	0.59933
518	0.62963	0.60606
519	0.61953	0.633
520	0.61953	0.70034
521	0.61953	0.68687
522	0.62626	0.6734
523	0.62626	0.68687
524	0.62626	0.70034
525	0.62626	0.6532
526	0.6229	0.60943
527	0.61616	0.59596
528	0.61616	0.58586
529	0.61279	0.57912
530	0.61616	0.54545
531	0.61616	0.56566
532	0.61953	0.52862
533	0.633	0.52862
534	0.62626	0.71044
535	0.62626	0.6936
536	0.633	0.71044
537	0.633	0.70034
538	0.633	0.67677
539	0.63636	0.69024
540	0.63636	0.69697
541	0.633	0.66667
542	0.64983	0.6633
543	0.64983	0.6532
544	0.64983	0.633
545	0.64983	0.61279
546	0.64983	0.59596
547	0.64983	0.57239
548	0.64983	0.58586
549	0.64983	0.60606
550	0.64983	0.61953
551	0.6532	0.64646
552	0.65657	0.67003
553	0.65657	0.64983
554	0.65657	0.62963
555	0.6633	0.63973
556	0.65993	0.6532
557	0.65993	0.65657
558	0.65657	0.61953
559	0.65993	0.633
560	0.65993	0.61279
561	0.65993	0.59596
562	0.65993	0.58586
563	0.65657	0.57576
564	0.6633	0.60269
565	0.6633	0.61279
566	0.6633	0.62626
567	0.64646	0.62963
568	0.64983	0.64646
569	0.66667	0.58923
570	0.6532	0.55892
571	0.65993	0.56566
572	0.66667	0.57576
573	0.67677	0.58923
574	0.67003	0.59596
575	0.67003	0.60943
576	0.67003	0.6229
577	0.6633	0.633
578	0.6633	0.67003
579	0.66667	0.65657
580	0.67003	0.64983
581	0.67677	0.64646
582	0.67677	0.62963
583	0.67677	0.6229
584	0.67677	0.61279
585	0.67677	0.60606
586	0.6835	0.6229
587	0.67677	0.63636
588	0.67003	0.63973
