ID	x	y
265	8.1694	10.7868
266	8.9951	9.5678
267	7.7324	9.5954
268	7.8359	9.4965
269	7.9095	9.0066
270	7.9969	10.7063
271	8.9905	10.8006
272	10.4004	9.9749
273	8.9215	10.0577
274	8.4914	10.2233
275	9.5678	10.5683
276	8.9491	9.7863
277	9.2527	10.8558
278	7.7577	9.9749
279	9.3102	11.6539
280	8.9836	9.7104
281	8.6892	9.7219
282	7.2816	10.2831
283	9.2435	10.6212
284	10.1681	9.0802
285	8.0314	9.5678
286	9.071	10.2187
287	8.3557	10.152
288	7.8175	8.6938
289	9.0089	10.3958
290	8.0774	10.6695
291	7.3138	11.6608
292	8.7927	10.0876
293	8.4592	10.3337
294	8.6823	9.0986
295	9.1722	10.5729
296	7.4564	11.325
297	8.8019	11.3342
298	8.2913	9.4229
299	7.7508	10.9478
300	7.7945	10.8995
301	24.0394	24.6765
302	24.6972	24.4442
303	23.8945	24.9916
304	23.837	24.8536
305	26.4199	24.7225
306	26.1853	23.7795
307	24.9111	24.8168
308	23.7197	23.4483
309	23.3218	22.9584
310	26.4015	24.6006
311	25.4332	25.4953
312	25.953	26.1692
313	24.0486	25.4286
314	23.8692	23.8531
315	24.3499	25.1388
316	24.1498	24.6788
317	24.596	24.458
318	24.6075	24.6029
319	24.9134	24.6052
320	24.8513	24.4856
321	24.6535	23.0642
322	24.0555	24.3729
323	23.4437	24.0555
324	25.102	25.3205
325	24.8536	24.9525
326	23.7266	26.1094
327	24.8513	23.4322
328	25.2009	24.711
329	24.1222	24.6926
330	24.6903	24.0325
331	23.9842	23.3839
332	25.5827	23.7864
333	24.6397	24.251
334	23.8393	24.3154
335	25.6678	23.6599
336	24.9433	24.0003
337	24.7064	24.3476
338	24.2441	23.6231
339	24.6282	23.423
340	23.3218	24.8766
341	24.6972	24.5523
342	26.0036	25.7782
343	26.0404	23.8761
344	25.9415	23.883
345	23.9359	23.8347
346	25.8058	24.6328
347	24.9318	23.8623
348	25.3021	24.5201
349	24.5891	24.297
350	23.2873	23.1148
351	24.0049	23.9129
352	24.9088	24.9295
353	24.1475	26.689
354	26.4843	23.7105
355	25.4447	24.0049
356	24.8007	24.5017
357	25.9668	25.079
358	24.3407	23.5886
359	24.3154	24.2188
360	25.9944	23.9796
361	24.435	24.297
362	24.6512	24.9433
363	24.4856	23.6553
364	25.2308	25.3205
365	25.7184	23.9359
366	24.5316	23.8071
367	24.8996	24.5868
368	25.4792	24.1912
369	24.665	23.239
370	26.1508	24.5753
371	25.1135	22.2385
372	24.6098	24.7087
373	24.3752	24.4787
374	26.0772	24.9088
375	24.0946	24.4672
376	23.4299	25.0652
377	24.6581	25.861
378	26.712	24.5224
379	25.6517	23.9451
380	24.8191	24.9778
381	24.2855	24.2694
382	25.5045	24.5247
383	24.8605	23.4437
384	25.4401	24.4189
385	25.2722	24.7708
386	24.7248	24.1107
387	24.5914	25.5781
388	25.1434	23.7036
389	25.0675	24.4925
390	24.297	23.975
391	23.262	24.7524
392	25.6862	23.1999
393	25.4953	24.9893
394	24.7593	24.366
395	24.9709	23.9796
396	24.4925	23.7795
397	24.3545	24.4028
398	24.665	23.6208
399	24.7984	24.4787
400	25.6632	23.9773
401	4.057	21.4519
402	5.7912	19.7499
403	3.9719	19.8787
404	5.3174	18.8092
405	5.7406	22.066
406	4.9172	20.7688
407	4.3951	20.1363
408	6.1868	19.2324
409	4.8045	21.1989
410	6.173	19.3359
411	6.7848	21.0448
412	4.9218	20.019
413	6.0672	19.8695
414	6.3248	19.9684
415	4.7424	20.41
416	4.6665	20.4514
417	4.3491	20.2697
418	5.0897	19.8902
419	5.7498	20.6883
420	6.0304	20.1501
421	4.2962	20.9275
422	4.1973	20.4997
423	4.3192	20.1708
424	6.1661	21.6704
425	5.115	19.7499
426	5.0069	20.8263
427	5.0621	20.1478
428	4.7286	19.2761
429	5.3013	19.4233
430	5.5704	19.4716
431	5.7337	20.502
432	7.1321	19.7384
433	5.5244	20.4353
434	5.3473	20.3893
435	5.3588	19.7062
436	5.7061	19.214
437	6.1638	19.766
438	4.931	20.0305
439	5.184	20.5963
440	5.6256	21.2702
441	5.9775	21.4726
442	5.4393	19.6602
443	6.2673	18.7494
444	4.9839	19.5705
445	4.7723	19.8373
446	5.1334	20.7734
447	4.2594	21.0816
448	6.012	19.7706
449	4.5676	19.9776
450	4.2042	20.9942
451	5.9016	20.1225
452	6.1592	21.0908
453	5.4117	19.3405
454	4.9724	20.0167
455	4.5906	19.3014
456	5.4531	20.7067
457	7.0355	19.6073
458	6.5134	21.4151
459	5.3864	20.8355
460	4.4756	20.2766
461	4.9632	20.1248
462	5.2898	19.7545
463	3.9604	21.5669
464	3.9627	20.8884
465	6.1523	18.9058
466	5.3105	18.5033
467	3.8293	20.8424
468	7.2701	20.0558
469	3.896	20.065
470	4.3376	19.7821
471	5.69	18.3952
472	5.4623	19.306
473	7.231	19.8856
474	4.6987	19.5751
475	6.6974	20.0121
476	6.1247	20.088
477	6.4214	20.571
478	5.322	19.5705
479	4.8758	20.4468
480	5.8694	20.3709
481	5.7406	21.3898
482	6.1753	20.4284
483	3.6499	20.364
484	5.6233	19.8304
485	5.3013	20.2444
486	6.2006	20.1892
487	5.6463	18.9334
488	5.5359	20.801
489	5.4209	21.2518
490	6.9987	21.7693
491	6.3455	20.0834
492	4.1904	21.2265
493	5.5681	21.0333
494	4.793	20.364
495	5.5566	20.3778
496	5.0552	18.2365
497	4.7677	20.5503
498	5.7613	19.5889
499	2.907	20.5641
500	6.5709	20.4031
501	28.0805	10.5315
502	27.3445	11.2123
503	26.8661	10.6672
504	26.6476	9.2412
505	25.7115	10.0508
506	26.367	10.3268
507	28.2346	10.4165
508	26.6361	9.784
509	27.3077	9.2964
510	26.7143	9.4712
511	25.953	8.2131
512	27.3445	9.3769
513	26.8615	10.3245
514	27.7148	11.1755
515	26.4291	10.3912
516	25.7598	9.3907
517	27.2479	10.1842
518	26.9857	10.5453
519	26.6338	10.1612
520	26.8753	11.2882
521	26.6223	10.2762
522	26.482	9.6644
523	29.5939	9.738
524	26.2543	10.3314
525	25.2377	9.7081
526	26.0312	10.06
527	27.9471	11.1686
528	26.6154	11.6355
529	26.6936	8.9675
530	25.8081	9.4574
531	27.3169	9.117
532	25.5321	10.566
533	27.2916	11.9713
534	26.7051	11.9782
535	26.7626	9.6253
536	27.9264	10.7109
537	27.0386	10.037
538	27.4986	10.4234
539	26.1577	9.5632
540	26.9213	11.9966
541	27.2433	9.1561
542	26.6959	10.2394
543	27.0708	10.8144
544	26.0197	10.9317
545	27.2663	11.4952
546	27.6136	9.7426
547	27.0478	10.2854
548	26.873	10.3613
549	26.9282	11.3917
550	27.6297	10.0209
551	27.0869	9.3033
552	25.746	11.4331
553	25.7598	10.5614
554	27.7447	10.9708
555	26.988	9.991
556	26.7189	10.2624
557	26.7718	10.267
558	27.402	10.9087
559	26.1485	10.6166
560	26.9811	10.2969
561	26.5694	9.2274
562	27.6757	9.5816
563	28.1817	10.8673
564	26.0726	10.911
565	26.5855	10.1451
566	27.1375	10.9432
567	27.31	9.3401
568	27.3123	10.2532
569	26.9098	8.2798
570	27.0179	9.6023
571	28.1518	10.5453
572	27.0179	10.6166
573	27.8942	10.4786
574	27.563	10.2739
575	27.0432	9.6
576	26.9443	10.865
577	26.321	10.5407
578	26.4084	12.6866
579	27.9287	10.9938
580	25.6701	10.9225
581	26.7051	10.3406
582	27.4296	9.7426
583	28	10.8903
584	27.3698	10.2279
585	26.9052	9.0319
586	27.2433	12.5624
587	26.1577	10.5292
588	27.0823	10.0876
589	26.8707	10.3475
590	26.3877	9.6989
591	26.3831	10.3038
592	27.0478	10.4809
593	26.7741	8.8272
594	26.6131	11.5734
595	26.7557	8.8387
596	25.7368	9.7403
597	26.0956	10.3751
598	25.8058	10.635
599	26.4245	10.2923
600	25.8357	10.451
601	19.9339	27.9149
602	21.1115	27.2065
603	21.3047	25.7023
604	20.4514	27.2134
605	21.6175	27.3767
606	23.2206	26.8247
607	21.0655	27.7194
608	21.4841	28.1242
609	21.5117	27.9517
610	23.0182	27.5423
611	21.5922	26.873
612	22.802	27.3836
613	20.847	28.2852
614	20.2053	27.6596
615	19.6993	27.8827
616	22.1603	28.483
617	21.7325	27.8804
618	22.6525	28.1564
619	21.0908	26.436
620	20.2076	28.023
621	20.686	27.7884
622	21.7808	27.8735
623	21.6037	28.2461
624	21.5485	26.9213
625	21.7831	26.7511
626	21.7003	27.2571
627	22.273	27.7723
628	22.5835	26.4222
629	21.7785	26.712
630	20.0788	26.6177
631	22.4202	29.104
632	20.5687	27.4618
633	20.5273	28.253
634	20.8838	27.448
635	20.9275	26.0404
636	20.7849	26.459
637	19.9017	26.2589
638	21.7325	26.5901
639	20.8999	27.8873
640	21.0195	26.505
641	21.5485	27.747
642	22.1672	26.9926
643	21.8268	26.7649
644	23.0573	28.5336
645	20.6607	26.7902
646	21.2794	27.6389
647	21.1805	26.8638
648	20.7987	27.1421
649	21.7624	26.5832
650	20.962	27.2042
651	21.2909	27.8873
652	21.7302	26.0588
653	21.6175	27.5538
654	20.3617	27.8666
655	21.9717	27.4342
656	20.7734	29.3754
657	20.6791	26.9512
658	21.6405	28.5359
659	20.732	26.7557
660	22.6019	29.4513
661	22.3075	26.2497
662	20.6354	29.7871
663	20.502	27.0478
664	20.4077	27.678
665	21.2081	27.0915
666	21.8636	27.7746
667	21.1368	28.2576
668	21.8774	27.241
669	21.5301	27.517
670	19.5222	27.5147
671	20.6814	26.8477
672	20.3364	27.0018
673	20.824	27.954
674	20.8723	28.3082
675	21.1506	28.1633
676	21.468	27.3652
677	21.2311	27.0984
678	20.9988	27.1329
679	22.3029	27.54
680	23.1056	27.724
681	21.054	28.5819
682	21.0241	27.0294
683	21.974	27.2042
684	21.215	27.241
685	22.1189	27.4618
686	21.4588	27.4227
687	22.0637	27.8965
688	21.8222	27.1835
689	21.215	27.4181
690	21.1667	26.5165
691	21.1575	26.7005
692	21.4772	27.4848
693	21.8107	27.333
694	20.7044	27.4411
695	21.1506	27.5722
696	20.2007	27.0363
697	22.8066	27.8321
698	20.7849	27.5446
699	21.4519	26.85
700	20.5296	27.6228
701	13.5238	18.1077
702	13.7262	18.3699
703	13.9792	18.8575
704	13.5468	18.8805
705	14.016	18.8667
706	14.1379	18.9909
707	13.8596	18.0525
708	12.6291	20.134
709	13.8596	18.2733
710	14.2391	19.5521
711	15.6007	18.9518
712	14.0482	17.926
713	13.05	18.2342
714	13.1995	16.9186
715	13.717	18.7103
716	14.7221	19.1864
717	14.9153	18.1008
718	12.9948	20.7136
719	13.027	18.3561
720	13.9447	17.88
721	13.3628	19.2853
722	14.4622	19.5912
723	15.051	19.007
724	14.9521	20.41
725	13.3375	19.4164
726	13.8849	18.8621
727	13.9562	19.5935
728	12.9925	20.2927
729	15.1637	19.3704
730	14.7842	18.2319
731	14.3587	18.225
732	14.3426	19.7062
733	13.349	18.2342
734	14.0781	17.9214
735	14.1632	18.7816
736	15.603	16.9301
737	14.3081	17.9881
738	13.1052	19.4624
739	15.0648	18.6689
740	12.8499	19.0645
741	14.0344	19.0507
742	16.0745	18.1054
743	13.7262	19.8465
744	12.6498	18.5792
745	13.4686	18.892
746	14.4484	17.7811
747	12.4152	19.2209
748	14.2713	18.0893
749	13.786	18.5217
750	12.6268	19.7108
751	14.062	18.7701
752	13.2386	19.5958
753	13.464	19.3543
754	14.1425	19.4003
755	14.0689	19.4233
756	12.3209	18.0111
757	12.8338	18.2204
758	14.8716	17.9076
759	14.1448	17.9214
760	15.5179	18.5286
761	15.8629	18.0272
762	13.0454	19.0346
763	14.5887	17.9467
764	14.223	18.0019
765	15.3546	19.1772
766	14.6002	18.57
767	14.637	19.6464
768	12.8384	18.984
769	13.901	18.1997
770	15.2212	19.0461
771	13.9792	17.4729
772	15.3408	19.3888
773	13.3513	18.5585
774	12.9097	19.2071
775	13.1972	19.4509
776	13.3927	17.2521
777	12.6245	19.3405
778	13.8297	18.9058
779	13.4272	17.9743
780	13.7515	19.0875
781	13.9378	18.6275
782	12.5164	17.8248
783	12.8545	19.1473
784	13.924	19.3888
785	14.6485	18.7724
786	13.464	18.4964
787	13.5192	17.5327
788	13.1466	19.1312
789	13.3398	19.4417
790	13.6963	18.7977
791	15.373	19.4371
792	14.5105	16.8519
793	13.8895	20.4261
794	15.2695	18.8069
795	13.6273	18.4987
796	13.8458	19.3543
797	13.188	18.6183
798	13.4939	18.3193
799	12.8729	18.7103
800	14.2897	16.8427
801	18.2158	26.4751
802	17.9191	25.4401
803	19.0139	26.4222
804	17.627	26.6982
805	18.3354	26.1554
806	17.9076	24.964
807	17.4798	26.3969
808	17.7305	25.3803
809	18.7793	25.0997
810	18.0479	26.1669
811	17.6546	25.6287
812	18.0939	26.0542
813	19.0277	25.9691
814	16.0193	25.7368
815	16.6817	26.1117
816	18.1169	24.5063
817	20.2007	25.7138
818	17.6868	25.5206
819	16.2171	25.4562
820	18.0709	24.9502
821	18.5332	27.0064
822	18.1123	26.5257
823	18.2273	26.4452
824	18.8759	25.3987
825	18.5654	25.6862
826	17.5948	27.4825
827	18.0387	25.5459
828	17.3694	25.1043
829	18.1054	25.9783
830	18.0732	25.447
831	17.9697	26.8017
832	17.0773	26.3302
833	16.4287	25.2883
834	18.5194	24.7731
835	17.8018	26.7097
836	17.3303	26.1738
837	17.8685	26.7718
838	18.0042	25.8012
839	18.3952	24.6719
840	18.0364	25.7552
841	16.7116	26.2106
842	18.225	24.5891
843	17.4844	25.5735
844	18.0801	26.0887
845	18.0824	27.6665
846	18.5378	25.5252
847	18.3607	26.3762
848	17.6201	24.5845
849	18.0502	25.0261
850	17.8179	25.4447
851	17.5235	25.5919
852	18.8184	25.0537
853	18.2894	26.7166
854	17.3464	25.2607
855	18.3791	25.447
856	17.7512	26.7902
857	16.5023	25.2423
858	19.6924	24.5293
859	16.9853	25.3918
860	17.2567	25.24
861	18.0433	25.8334
862	18.0847	25.8288
863	17.3441	25.9898
864	18.2411	25.0583
865	18.6574	26.4521
866	18.4366	26.9558
867	18.6275	25.3826
868	18.3837	24.6167
869	17.7742	26.4429
870	18.0318	25.1572
871	18.1675	25.7506
872	18.2365	26.413
873	17.6822	24.6949
874	16.5897	26.1462
875	17.0336	25.3665
876	17.2061	24.5753
877	18.6091	25.4884
878	18.041	25.7575
879	17.8708	25.2676
880	18.3515	26.6476
881	18.8621	25.2055
882	16.661	25.447
883	18.8184	26.8086
884	19.0139	25.4539
885	17.8432	25.9622
886	18.4067	26.4038
887	17.0842	25.424
888	18.3055	25.0169
889	17.4062	25.9024
890	17.144	26.1393
891	18.6896	25.5206
892	17.512	26.0036
893	18.2963	25.3826
894	18.0134	26.6706
895	17.7558	26.0266
896	17.8294	25.746
897	17.4752	24.6972
898	18.1445	26.0887
899	19.1335	26.298
900	18.1491	25.7253
901	11.9759	20.5894
902	12.061	21.4979
903	12.7027	19.559
904	12.6613	21.0356
905	11.5343	19.5636
906	12.2059	21.5899
907	12.4152	21.9395
908	13.188	22.3167
909	10.7753	21.7808
910	11.9805	21.1069
911	11.2169	22.2454
912	11.0628	21.422
913	12.5187	21.1506
914	11.1134	21.4335
915	11.3066	20.847
916	12.4267	21.1414
917	12.4382	22.0959
918	13.7975	21.3392
919	11.1134	22.0821
920	11.831	21.7072
921	12.7326	22.1971
922	11.5481	21.9809
923	10.681	22.3397
924	13.3099	21.0333
925	12.6475	21.6497
926	12.2404	21.2472
927	11.6309	22.4708
928	11.2537	20.6446
929	12.4428	21.8636
930	11.1341	21.0655
931	11.1088	21.5784
932	13.4801	21.077
933	13.073	21.5301
934	11.5987	20.8263
935	12.0679	20.8286
936	13.2639	21.6405
937	11.5021	21.606
938	12.6935	20.732
939	11.164	21.974
940	12.0081	21.7302
941	11.9759	20.8769
942	13.5422	20.5457
943	11.1594	21.445
944	11.6631	22.4685
945	11.0214	21.6589
946	12.1323	20.9252
947	12.291	21.1368
948	11.0927	21.9234
949	10.8213	20.6561
950	12.774	21.7049
951	12.1714	20.7826
952	13.0983	20.8539
953	12.8223	21.0218
954	11.1111	20.8286
955	12.4221	20.8056
956	12.1806	22.2063
957	11.5343	21.4036
958	12.222	21.5393
959	11.6539	22.1971
960	12.36	20.5779
961	13.3375	21.8245
962	12.3071	20.9252
963	13.487	22.089
964	11.9966	21.4105
965	11.6999	21.0356
966	12.8844	22.0706
967	12.6866	22.0131
968	11.3664	20.9275
969	11.7666	21.4519
970	12.9925	21.3714
971	12.8177	22.1994
972	12.6337	21.8176
973	11.6838	20.9045
974	11.2031	20.6722
975	12.8315	22.0223
976	12.0426	21.215
977	10.0784	21.9855
978	11.3572	23.5587
979	11.3066	21.399
980	12.9235	21.675
981	12.6222	21.6175
982	13.4571	21.1851
983	13.2685	22.1925
984	12.7717	21.0057
985	13.4111	21.8889
986	13.2087	22.2408
987	12.7142	21.1782
988	11.6033	19.4785
989	10.6971	21.5508
990	11.6769	21.4151
991	11.4653	20.9689
992	12.8292	22.986
993	12.452	20.4767
994	11.4906	21.7026
995	11.1939	21.2656
996	11.7413	22.1488
997	12.0472	20.6377
998	11.8862	20.8746
999	12.6291	22.0752
1000	11.9943	21.9625
1001	23.1976	9.5678
1002	22.2224	8.2131
1003	23.9842	8.6984
1004	23.354	7.7577
1005	24.0279	9.853
1006	22.9768	8.2591
1007	24.4626	9.0089
1008	23.7933	8.2821
1009	23.0343	8.6892
1010	23.2758	8.703
1011	22.641	8.4362
1012	23.2045	7.9647
1013	23.6898	7.2655
1014	22.9722	10.1681
1015	24.1268	7.8175
1016	23.8209	8.1464
1017	22.6893	9.2136
1018	23.5702	8.0889
1019	22.4248	7.6542
1020	22.7721	8.151
1021	23.9244	9.163
1022	22.5743	8.5374
1023	22.3259	7.8635
1024	22.4639	6.6353
1025	23.1953	8.6018
1026	23.9129	8.5489
1027	23.0297	8.5075
1028	23.5127	8.1073
1029	23.7496	8.8893
1030	23.0182	8.7858
1031	23.3908	9.2251
1032	22.5007	8.2476
1033	22.6203	8.9169
1034	21.8958	8.9905
1035	22.4133	8.4132
1036	22.1465	8.4339
1037	24.2119	8.6156
1038	24.1498	8.7904
1039	23.7818	8.5259
1040	24.8122	9.2941
1041	22.9147	7.8152
1042	24.435	8.5811
1043	24.8076	8.2223
1044	21.9602	8.3764
1045	23.745	9.0848
1046	23.2091	8.8939
1047	24.2234	7.5461
1048	21.8866	8.9652
1049	22.5835	8.5029
1050	21.7785	7.1482
1051	23.8439	7.8911
1052	23.4529	9.1998
1053	23.5656	8.7375
1054	22.0131	8.3603
1055	22.3213	9.0112
1056	23.9037	7.9808
1057	23.5426	8.8778
1058	24.3798	8.1648
1059	24.6696	8.2039
1060	23.3057	8.0613
1061	24.389	8.8042
1062	23.3218	8.9468
1063	23.3632	10.0255
1064	24.1935	8.6018
1065	23.5472	8.9767
1066	21.5761	7.8773
1067	23.0389	7.1942
1068	22.8572	9.1607
1069	22.5398	8.1211
1070	22.2523	7.599
1071	23.2114	7.967
1072	23.2482	9.738
1073	23.722	7.9049
1074	21.997	10.0048
1075	21.9188	9.7058
1076	23.1332	8.1395
1077	24.0831	8.4914
1078	23.2114	8.4109
1079	22.8572	7.9302
1080	22.6042	8.8387
1081	22.5421	9.6506
1082	21.3829	8.8571
1083	24.8421	9.3861
1084	24.1406	8.5305
1085	22.5904	8.4201
1086	24.7478	7.783
1087	22.3282	7.99
1088	24.8375	6.7871
1089	24.1866	9.1814
1090	23.7772	9.6345
1091	23.3586	9.9243
1092	22.3236	8.1556
1093	23.2206	6.8515
1094	23.5725	9.2803
1095	22.8089	7.9923
1096	21.6083	7.2655
1097	23.2781	9.0227
1098	24.0509	9.324
1099	23.2597	8.3741
1100	23.4851	8.3074
1101	27.6389	14.4967
1102	25.9116	14.1609
1103	26.5073	14.9268
1104	24.826	15.2971
1105	25.562	15.1476
1106	26.4084	14.6163
1107	24.6052	14.9958
1108	25.2906	14.9567
1109	26.7074	13.8573
1110	25.6931	15.4443
1111	24.8329	16.0377
1112	25.7943	13.947
1113	25.1871	14.5128
1114	26.2014	13.4732
1115	24.4649	14.5496
1116	26.4061	14.5312
1117	26.6292	16.3804
1118	25.4194	14.4622
1119	25.4746	13.809
1120	26.965	15.0717
1121	25.8886	15.2695
1122	25.7322	15.6881
1123	26.0887	15.8997
1124	24.8697	14.6393
1125	26.8638	13.9171
1126	24.9824	14.9774
1127	24.8858	14.3196
1128	25.7092	15.0119
1129	26.3693	14.5795
1130	26.5533	15.0418
1131	26.0381	14.3242
1132	27.7194	13.7998
1133	26.1807	14.8026
1134	26.9029	14.6439
1135	26.3946	16.7967
1136	26.5648	15.603
1137	26.1853	16.1872
1138	26.4245	14.9176
1139	27.3376	14.6301
1140	26.1255	13.8918
1141	26.0749	14.5151
1142	27.6228	15.2741
1143	27.0018	14.8417
1144	26.1807	15.2396
1145	25.6103	13.9378
1146	26.7074	15.1568
1147	27.0317	14.4323
1148	25.8886	14.1954
1149	27.5561	13.2133
1150	27.1007	14.5243
1151	26.9259	15.5639
1152	25.2998	13.5905
1153	26.0473	13.2018
1154	25.9323	14.8486
1155	24.2947	13.4318
1156	25.7989	14.6715
1157	24.8214	13.2777
1158	26.39	13.8021
1159	26.1462	15.0786
1160	27.149	14.3058
1161	26.9213	14.5473
1162	25.1204	14.2299
1163	26.3095	14.5404
1164	26.068	14.4392
1165	25.3918	13.9976
1166	26.5441	14.4852
1167	25.8311	15.5202
1168	26.9604	14.8486
1169	25.3872	15.6628
1170	26.3095	15.8422
1171	27.1812	16.3298
1172	25.2814	14.2299
