ID	MFCCs_1	MFCCs_2	MFCCs_3	MFCCs_4	MFCCs_5	MFCCs_6	MFCCs_7	MFCCs_8	MFCCs_9	MFCCs_10	MFCCs_11	MFCCs_12	MFCCs_13	MFCCs_14	MFCCs_15	MFCCs_16	MFCCs_17	MFCCs_18	MFCCs_19	MFCCs_20	MFCCs_21	MFCCs_22
14	1	0.126523439514429	-0.040482009965897	0.341128660929748	0.381445834455273	0.261154040032019	-0.017048715333817	-0.29406441886216	-0.222278363442842	0.282337768378719	0.318772331434235	-0.146821489266649	-0.318072317944455	0.03945903858749	0.202870392284116	0.02933337133699	-0.071543680790428	-0.060629724026827	-0.067229595350448	-0.038195716495788	0.070126530416892	0.048439664600542
15	1	0.267687088016138	0.099326625273498	0.510453769060161	0.511467592391646	0.317788042146754	0.067991879319398	-0.202826489340571	-0.142235838479853	0.235510014484858	0.255940813413323	-0.160890810969607	-0.34209950477817	-0.025455680415385	0.099738343967735	-0.015500456105024	-0.138829752389254	-0.139922412286472	-0.126448251585046	-0.06757047479976	0.057888203103259	-0.011997750598929
16	1	0.13762335519107	-0.085807643401139	0.322445978767406	0.344694890651165	0.285642404360222	0.056516890652152	-0.314417647718368	-0.252323774497942	0.288896831662988	0.386241881492887	-0.144620765732191	-0.333589027086595	0.041608326222173	0.236627494153195	0.071433173974209	-0.058693902440175	-0.072913276286244	-0.064263258808113	0.02245539846532	0.130752397702022	0.074132182205697
17	1	0.263943556947417	0.090357801338188	0.368887824527933	0.356645110845365	0.252806309231678	0.063921469845292	-0.15500736810165	-0.13774349471881	0.200261723440093	0.261345118176963	-0.099377376266647	-0.253765908477547	-0.012427603983793	0.094166024885721	-0.013232467673039	-0.074168178252287	-0.083995479858657	-0.104412519539185	-0.071430744901711	0.02884247617409	0.019179995679316
18	1	0.146299487378582	-0.075174311361954	0.291934728777316	0.367094435557011	0.268947322229858	0.054049201369348	-0.242951871448741	-0.232617291005261	0.235721820998786	0.349373643664263	-0.098743702252683	-0.308637543873171	-0.015117549088831	0.151180107380328	0.029546593603148	-0.051154026966421	-0.038580422814514	-0.022396477489489	-0.018890906647291	0.051479739693263	0.03187092273019
19	1	0.179298066420784	-0.038305639785362	0.319635872655844	0.383029095546561	0.275313077022361	0.099083283536055	-0.207998126994936	-0.219214543793374	0.182845180076677	0.291384632488426	-0.163526886031522	-0.34441439673819	-0.037063609787941	0.132051635214075	-0.000640461861319	-0.110969042797441	-0.105833157478424	-0.115236979957171	-0.012819056302537	0.083193866639745	0.052100970447367
20	1	0.273218225588341	-0.234703121114318	-0.079619567979063	0.159810983359844	0.416405594863348	0.368837642967596	0.016877699035997	-0.171288049936835	-0.115424485336335	-0.071542539335232	-0.008205764651206	0.11709078452114	0.150032916409913	-0.030006074355629	-0.231130487121186	-0.25310275256096	-0.154244287357237	-0.002605540325939	0.092999007412597	0.0917236601277	0.003594666545979
21	1	0.196429267770106	0.009021144409491	0.317771780660578	0.29348355837672	0.185684200230794	0.044062978701142	-0.169936161754268	-0.121460507355486	0.237436949686832	0.275900268335141	-0.109105891363088	-0.277137893520016	0.007264993482512	0.163425613646143	0.047060363823205	-0.045409003577773	-0.067118259506492	-0.047625223929515	-0.00587520273521	0.053106582977535	0.030669311025352
22	1	0.230998849299067	0.135656551098338	0.431966201126307	0.403422848257866	0.276570798021742	0.06046414613532	-0.192200351256469	-0.187347723712752	0.180486324544196	0.249140411396102	-0.160639417823348	-0.380072969914954	-0.092436803729865	0.111832961190917	-0.047992826993126	-0.163367221811287	-0.170738609412441	-0.169507736037466	-0.112445935944541	0.065072272213333	0.050253855010693
23	1	0.145108819748077	-0.035845606491842	0.282706796658351	0.291043884159315	0.206861712159981	0.048626827571014	-0.172110615855748	-0.115698346809073	0.251256258746863	0.257976828769107	-0.126092117239498	-0.248957350911139	0.049506189672582	0.205311440336414	0.06612259564104	-0.044076911497204	-0.067218893144609	-0.058514035675131	-0.001358439288902	0.082057911613078	0.045491980945719
24	1	0.23568233500325	0.029240698913543	0.349117362078113	0.355931624345602	0.290697253378137	0.081008344286306	-0.19379262805467	-0.151462270036811	0.212130077801027	0.252581529459821	-0.102615118913697	-0.26457495526537	0.008006835405854	0.150662829222594	-0.0285059924234	-0.15893221267101	-0.098565020319354	-0.07841335131	-0.043410171791933	0.033478207783875	-0.006953336199094
25	1	0.14694403805325	-0.00958288897136	0.352533551141083	0.313435088384739	0.197598772428892	0.015352423056805	-0.216492144196326	-0.133865273000263	0.278308788297085	0.287410262793143	-0.132485537505254	-0.239947069500438	0.060910118198278	0.187106882214892	0.030892666720078	-0.043595416871759	-0.052536106168252	-0.024106360833904	0.016081181173726	0.062505562249494	0.042284725255129
26	1	0.233512194636637	0.067249394738095	0.352310200546896	0.316899016815836	0.220584295611473	0.044433188107559	-0.172653258558898	-0.127640690530782	0.190016721273295	0.225126250442143	-0.121853071179586	-0.281291498820288	-0.007141752509064	0.124032441310599	-0.039927116004401	-0.105466033717377	-0.070940806259104	-0.085853141898514	-0.025052976034699	0.055193876329824	0.003098106982983
27	1	0.172672328873289	-0.037869507882313	0.301099588105428	0.303533224193363	0.203767214525701	0.017797937391322	-0.197259714027637	-0.124020519575863	0.256756621597136	0.273688010037538	-0.077823963894121	-0.23863554884881	0.017555686239418	0.174775974129715	0.033374105890226	-0.078277093827707	-0.023172401279927	0.002809306669526	0.009132714361362	0.063915804130343	0.047633841821178
28	1	0.198494084775813	0.078717754155674	0.47823093716486	0.425219465269125	0.257916176469809	0.049410045313647	-0.146033748248171	-0.127461119465105	0.170725391688667	0.166394920385225	-0.197709051228851	-0.379524998008341	-0.100023471369366	0.083704698105408	-0.061132935614773	-0.172903696820836	-0.164822306084474	-0.15234119602461	-0.06885077231602	0.024412294192038	-0.009821406284137
29	1	0.165997599876382	-0.004174565566677	0.289963158101634	0.295083941223461	0.224000786981868	0.085586122285801	-0.180607552021673	-0.169063960686847	0.221722192751154	0.254203316633477	-0.154851333246526	-0.261362665990476	0.0412704523535	0.166616671805111	0.009967412790232	-0.067536006031136	-0.084953408370758	-0.116397118600371	-0.008498506994619	0.101150688550953	0.0223222104824
30	1	0.155224691647848	-0.063336981083687	0.231699236508341	0.28451443144349	0.219595531203138	0.03858141085929	-0.183926247639538	-0.108442290688963	0.245208087271958	0.239503568973051	-0.120093674981153	-0.2561225560051	0.008400678469602	0.161656862553829	0.02501987254346	-0.072937137061235	-0.018315630682243	-0.034314938121808	-0.029562657836258	0.051714769866566	0.023925097928918
31	1	0.283707135881069	0.144388182661304	0.406153937975823	0.328533730518126	0.270898632277426	0.098429066041328	-0.18488354922716	-0.171519120348969	0.168139620007772	0.197778782041676	-0.184535600213913	-0.332562066793948	-0.073558860549368	0.075854152570291	-0.031042792993062	-0.156806655304368	-0.188412755991851	-0.165102144975112	-0.085766612059732	-0.006934163438796	-0.009701619104053
32	1	0.150295805874587	-0.0430173348719	0.302373418954373	0.313452604875443	0.196160574941889	0.031925691801081	-0.203092874392768	-0.139434350387463	0.246115953972491	0.317998590007025	-0.119710175144307	-0.298216305503993	0.034684737852778	0.177710648742376	0.037491592618425	-0.041970007501255	-0.03028047448359	-0.050915325658887	-0.001237651613895	0.089442021655012	0.05265733019462
33	1	0.157652435260687	-0.103163534792233	0.32155378514301	0.336319338397366	0.225719354754318	0.059193356154609	-0.187845028252274	-0.160016025249463	0.218772545255001	0.279066103114421	-0.121682008781004	-0.272651076690635	0.04841660846613	0.193383288570847	0.018865206322351	-0.096371488719834	-0.070235365535294	-0.084290677099626	-0.023177803977304	0.080436239445858	0.030252227325089
34	1	0.127971378677255	-0.049449031481542	0.322822960763806	0.263813703415222	0.207646028467116	0.014762815137865	-0.258760325385404	-0.169465497858548	0.26159654083453	0.321407970283749	-0.116439767517085	-0.26758053553922	0.042261812763181	0.23226896055809	0.095726208820428	-0.035922169435361	-0.058158402172611	-0.031927538071409	-0.012666589197317	0.093369296100066	0.07360845737418
35	1	0.232171495361949	0.085860059587777	0.375018951195484	0.347218110880136	0.220418938909972	-0.016289330770215	-0.215934931579426	-0.131878164882377	0.219243003063459	0.20859832578096	-0.140611079043562	-0.279807370967502	-0.029797298204573	0.125959868364182	-0.027385027401712	-0.103962762884094	-0.058822887017652	-0.07736964106193	-0.070445059860068	0.015037153798876	0.012612897886061
36	1	0.097418623843139	0.007544888915914	0.386280896321706	0.367269306106152	0.278444804569407	0.086086320648925	-0.252613534292996	-0.196418373122812	0.297790698993416	0.258757575831882	-0.195435667101202	-0.261408383051171	0.01375703764011	0.129785010958572	0.036139679484811	-0.076382542810502	-0.101878235531822	-0.071763111407633	-0.016975388831368	0.04393930931468	0.044141295567887
37	1	0.088716275827367	-0.054485782230598	0.300989535578938	0.316968424676454	0.21671519251688	0.032184330940707	-0.163508601314644	-0.114157141273825	0.218309402545574	0.269823942603887	-0.094662263339019	-0.222534690607827	0.043832898265988	0.138007932247732	0.037256590097867	-0.02871898345257	-0.015333142423238	-0.053324280089632	-0.019326899765738	0.060277239279873	0.036334648538276
38	1	0.199334815363331	0.037650215583393	0.36073635163986	0.371902732806498	0.264931319907189	0.080747706430873	-0.153614958777153	-0.13870301974295	0.229808844770646	0.280665246033394	-0.156156243107394	-0.334227403142131	-0.037510960368672	0.111168865528776	-0.006915543615757	-0.111714188569064	-0.101289245315135	-0.106470993414903	-0.02010937073823	0.078338810654407	0.031255371175569
39	1	0.133758924318335	0.068884033553247	0.333405762993287	0.368342903490024	0.217571795054535	-0.028812309271467	-0.27101790438988	-0.148593333927774	0.263540649069571	0.27185585640064	-0.146627642609571	-0.303452408807173	0.015560078835295	0.200903744699831	0.051908247515311	-0.05892443606346	-0.051830223940577	-0.052707163953428	0.038893448565825	0.119513692874232	0.029089316940517
40	1	0.208230045632534	0.041967181511519	0.39090814162464	0.362461452211756	0.284769523208447	0.07984359543376	-0.178042255849308	-0.153269325594725	0.223138811661033	0.255570889974854	-0.118996087491172	-0.285489824214469	-0.040009016004775	0.100222482005865	-0.04804950400685	-0.122650188019974	-0.079647503083709	-0.108214055401385	-0.099974408611025	0.032462126751611	0.016675923823998
41	1	0.123719499080305	-0.009258696001543	0.31152277617138	0.275681008571795	0.231304901499489	0.038862719684764	-0.270708020659647	-0.173861204084077	0.226366391847131	0.229549039872666	-0.119700249010932	-0.235976515381593	-0.004319005466055	0.145553161500859	0.057554505492969	-0.082221722464314	-0.06863024368832	-0.02347028483875	0.002472397677783	0.054734637298968	0.035993155269637
42	1	0.353136062656897	0.074767023953865	0.637226794937919	0.712662340550365	0.385779920992431	0.078220234595567	-0.153057926722507	-0.085435494250174	0.3985554201813	0.34881440181552	-0.263219621741868	-0.443803669540723	0.021494510678641	0.075636833915342	-0.182579407232533	-0.245248262214373	-0.119058800672075	-0.15154262821074	-0.10537004465608	-0.013943812194571	-0.122336748555391
43	1	0.072467430722213	-0.122483672824477	0.287449333818626	0.364630010021716	0.249727828874247	0.077696378468295	-0.235665647790153	-0.203781627637591	0.257359302193737	0.289403114486267	-0.133715977580996	-0.311304219273459	0.048168500660085	0.202200342311793	-0.002436535160991	-0.112919458882931	-0.070130017258951	-0.074411858089901	0.024477255006114	0.163672465691922	0.100309112559609
44	1	0.196330207626847	0.037460279549388	0.374908286294939	0.385881922865912	0.286825006048995	0.062483319773236	-0.193165343478167	-0.112965414717168	0.268757548716654	0.306097527021832	-0.067454981009708	-0.221033423366514	-0.001744574087207	0.132673636475922	0.016812886504367	-0.087834028239171	-0.099790123097183	-0.063138660147437	-0.042140917419297	-0.001057941940957	0.015361854644472
45	1	0.155125912356295	-0.051692950930523	0.323941972492521	0.324314270439264	0.246288419858934	0.053852373731455	-0.256307215534653	-0.194291277814096	0.264188214153547	0.306212555753717	-0.139673334761253	-0.321284642756007	0.05343068834276	0.215954138087796	0.041617941383287	-0.062584686779275	-0.034694309845703	-0.050198304795196	0.014715039954401	0.112699715183597	0.061355647701913
46	1	0.142462349558748	-0.034698891853401	0.368097818552574	0.298613697961785	0.270442107519322	0.035015232560159	-0.28966288972316	-0.184843439923422	0.313898286992376	0.318724442488666	-0.110713698285301	-0.288125495874702	-0.006480452625554	0.184048055969093	0.090393263426316	-0.05523184136456	-0.061604684727492	-0.0567982720281	-0.019695225064816	0.050311950395581	0.07483890682676
47	1	0.487170778339723	0.05932818779259	0.328835991126874	0.324666609839545	0.287641532234605	-0.02622991008434	-0.168569745323993	-0.154281335936359	0.178487782167038	0.179175461570764	-0.069134028943104	-0.168837612145056	-0.040125289397476	0.040675429297743	0.00052000271595	0.058825745556444	0.04825940509541	-0.046201392876472	-0.021702042905944	0.028925098834363	0.025355881145608
48	1	0.606363945394063	0.181102126360356	0.397716840240614	0.342623303539361	0.266662965237151	0.034233415870767	-0.127740841509242	-0.177351676879007	0.177112361392487	0.139633852917669	-0.134153610299523	-0.249845929200942	-0.078512853321954	-0.021504600346535	-0.081633450809297	-0.08960332361207	-0.062426044666202	-0.123945002327259	-0.05605299783261	0.002878505342951	0.012636523088507
49	1	0.237880385423077	0.151525036871682	0.455237383993249	0.396763198028998	0.309011946102219	0.101053753795185	-0.209149343337355	-0.133798204527892	0.201878230480087	0.243816973840118	-0.116869114831253	-0.303819759267166	-0.07415422699961	0.061612625241273	-0.046858559706025	-0.170682854807331	-0.161721594190821	-0.129410659040591	-0.087718913114418	-0.023788987351906	-0.014779573097569
50	1	0.24457583954382	0.094602394977708	0.381683047331904	0.339732971754112	0.272715770131895	0.133109774510141	-0.145840708507279	-0.122960462390373	0.200734475880429	0.218352229311072	-0.158050886769964	-0.254381673273712	-0.015723693110955	0.097916907890933	-0.008882797963905	-0.099155357308985	-0.139969030185909	-0.152898969522391	-0.084809143564715	-0.014204273013884	0.003575505690865
51	1	0.284435560559945	0.138321891518731	0.426601236871384	0.458871568324741	0.347446355374711	0.125590601335732	-0.15177833025006	-0.160078118575864	0.163729698507059	0.194117292735777	-0.183595525068972	-0.324473621690628	-0.080433804694492	0.02380936028207	-0.094806349988383	-0.169885825284585	-0.150033816176896	-0.14971111476509	-0.102743013872488	0.001115585719516	-0.010063412352809
52	1	0.193653530788252	0.062086931445814	0.34021052488837	0.294358263854917	0.238592182223532	0.06551032572487	-0.202893157002263	-0.117600176866636	0.24740509149362	0.232869473730773	-0.095257485302859	-0.21750670792662	0.001178335719116	0.099274901330369	-0.027439237908331	-0.099456244781566	-0.069319544569455	-0.05177012172733	-0.030116422973773	0.024278612083263	0.013998248682213
53	1	0.475405781226163	-0.040280506088635	0.305595695957389	0.430771803475662	0.270070399479559	-0.055195793037956	-0.173716747231209	0.022278257177125	0.369122570971016	0.309726988073231	-0.102547072106056	-0.278306696674461	0.026503624226364	0.291908420219716	0.164488685800731	-0.117329176956318	-0.209851456260798	-0.072494465926656	0.136260350816355	0.182753859612967	0.030253173908276
54	1	0.452487865987757	-0.043830831977083	0.353139120674939	0.538667154775383	0.359465644843124	-0.001295632512494	-0.22816671090592	-0.037474534221757	0.270364462840174	0.243581150483791	-0.196096221305988	-0.309500649150224	0.034786248048868	0.301339709925303	0.138635754353068	-0.095177527900326	-0.209296636284147	-0.088698889863794	0.163408727571852	0.279755424779052	0.007899376721735
55	1	0.118912618660917	0.037952466687902	0.302212218667862	0.302760801767693	0.253581162900364	0.065870074165748	-0.235304709536709	-0.199269956844249	0.198452545871514	0.330914323325249	-0.098972867961451	-0.340158257260061	0.006286345967595	0.325005111684762	0.190360917750234	-0.003047450841891	-0.095843001949658	-0.152673284432215	-0.029982268623988	0.172678565352221	0.143521503332501
56	1	0.389888086518115	-0.047780783649459	0.254419652163128	0.396853010653069	0.256865473669751	-0.071712792095342	-0.237464825364752	-0.065440215930118	0.266536985834588	0.246525508142328	-0.109814382311252	-0.218208903184646	0.036777211709391	0.22844974209071	0.129673875814946	-0.06461818463076	-0.162413480948959	-0.069075614687971	0.09242640795626	0.170543372695067	0.036923857000685
57	1	0.11679852715036	-0.013496003681474	0.336431375601074	0.261031450987633	0.164525547943251	0.026956104130576	-0.282846751157002	-0.261808356360316	0.244679729600161	0.321067306512522	-0.151789203891385	-0.369564728467114	-0.044950979820198	0.235365826775021	0.127702219621762	-0.022754165744024	-0.111397377483572	-0.119128297003061	-0.002573072191518	0.08382469074845	0.086306225586015
58	1	0.250597872233668	-0.053068714316921	0.300611668435239	0.359829272371242	0.210240576357158	-0.084327768319907	-0.230498678753303	-0.070118246131567	0.283776375534738	0.303230783708366	-0.081178674030474	-0.28452712428475	-0.010250392876311	0.22220056873616	0.132534012636647	-0.079886239802898	-0.140144942925402	-0.09684107958318	0.006126119104982	0.089062867661067	0.022581660526826
59	1	0.183458347820543	0.0124704067168	0.344819562737257	0.363314459054754	0.226251389501628	0.041121108312586	-0.20615588769932	-0.151438888285726	0.343144867461262	0.389983555101504	-0.128145328341846	-0.368473779862175	0.045424026181111	0.247773950594531	0.070379126143692	-0.055666516509211	-0.058583664189722	-0.102126002491222	-0.020094132591348	0.158376695310466	0.118608223634678
60	1	0.43519400274853	-0.016726354755021	0.271876161049413	0.424729007891407	0.225949030299719	-0.220608178032627	-0.322517063457407	-0.071884663042662	0.345213509120733	0.302396583564174	-0.125351989754887	-0.287031735188433	-0.023925691173204	0.221225914005121	0.19693553655138	-0.02301362410102	-0.124661738460247	-0.064428732707031	0.100360728025825	0.169600728996892	0.009864959348206
61	1	0.217362247610278	0.060977018233522	0.375251737875292	0.270739223820626	0.157074748349489	0.052687660110312	-0.155745361361108	-0.226272227502432	0.208418770875903	0.383192887867124	-0.09922680104543	-0.359585908924105	-0.03895981565553	0.251726485502517	0.142599543634998	-0.055798540190199	-0.109875603439935	-0.10611217006487	-0.028240900140448	0.143578303583412	0.119521231918774
62	1	0.258113396066575	0.038986446844637	0.333276495063767	0.322758616388836	0.170175187402978	-0.038726620051951	-0.22164050539561	-0.116875891626431	0.289732723687772	0.29415827016195	-0.12356674595077	-0.351409371867379	-0.03503637033837	0.245632309218989	0.095317373296982	-0.083321489944592	-0.080903090949494	-0.017221118557144	0.065581128221728	0.101634449151602	0.015540274460599
63	1	0.158186211191605	-0.037600552812215	0.347848084683151	0.302562538478434	0.228206195108657	0.099331128902874	-0.23679426058721	-0.181580552412446	0.286637935483481	0.411045011434541	-0.070384505916049	-0.299021615698676	0.037602113238189	0.248732016324324	0.118666585334639	-0.024789136923706	-0.073860831432442	-0.126798593356265	-0.035194034065472	0.150598518021697	0.131673921028374
64	1	0.159917390846961	-0.009608078520973	0.410207385627003	0.338973422316624	0.241054012351405	0.018509280160038	-0.313027453315934	-0.187981831543897	0.328617532024455	0.431757810281213	-0.066775394782469	-0.350958147929348	0.029073185384117	0.295805445556091	0.193812527871105	0.037123404793688	-0.064158117070588	-0.085797563264134	0.00689817580549	0.118500682660204	0.042952012665866
65	1	0.182570630270719	0.005969208248328	0.358875179699462	0.353089888679976	0.25735161277194	0.033053298761132	-0.259603994730183	-0.24711490089173	0.283944726488377	0.393549325629552	-0.150230739319325	-0.402163869260759	0.058480633752726	0.322278850843018	0.137334285511148	-0.060730630678876	-0.056633436706108	-0.101887422689815	-0.027656753150119	0.217437843627052	0.154770163643429
66	1	0.314681046780144	-0.048760305818651	0.303518977216099	0.385130956224257	0.154947006406183	-0.110829939768863	-0.227658785667792	-0.114131796253134	0.281084385945335	0.30081983487531	-0.103959757909285	-0.261747230120098	0.012346183653419	0.254618074218731	0.137069693782177	-0.084821578811837	-0.090106812456389	-0.035662896460666	0.054774993722632	0.098564817483982	0.056222183553127
67	1	0.192854013900494	0.023357120893912	0.348628277512525	0.313121988977278	0.16903935719702	0.037338642968801	-0.196318345953004	-0.171310680499088	0.210886161782382	0.356356767881295	-0.057612998401564	-0.267690620255642	0.025538107270589	0.238688246928585	0.094157497570098	-0.049695072124024	-0.078218826389151	-0.056482772440841	0.030795392654749	0.153874356566966	0.099709009726845
68	1	0.368563216160763	-0.005340146086975	0.3338926172328	0.453462570541441	0.316285540391801	-0.074836543614189	-0.215943132354574	-0.018311014986745	0.301007347141589	0.321238467753244	-0.125488755538266	-0.285030555943889	-0.029037177297405	0.249140472772011	0.141083984547107	-0.078375184146173	-0.154109090630435	-0.033728706747317	0.113114431894168	0.150608707405219	0.007514446470831
69	1	0.153919951291046	0.030971099310613	0.276994182196105	0.347454186116976	0.234510123015649	-0.035418790097044	-0.185009797213892	-0.229123368825554	0.201852545383876	0.432827840041353	-0.119152901397513	-0.341542316117126	0.064887267217857	0.214073131320124	0.108251842183683	-0.047105411538987	-0.127271036710215	-0.133760678629055	-0.036502305585556	0.181832906141217	0.175781373033717
70	1	0.312788296090125	-0.053555862820799	0.346862460815527	0.467567090738084	0.212526905033975	-0.0477918567555	-0.212715119839426	-0.108353838764463	0.218171688794559	0.300077732142204	-0.071484811907014	-0.264028625381701	-0.052247998702011	0.166421844832591	0.100628463679194	-0.091917213704405	-0.185579299976211	-0.048416846961446	0.137364807826128	0.119920120672844	-0.012549283235662
71	1	0.135528184527418	0.032499645578782	0.297100174481605	0.330404108369757	0.233884772635121	0.034208676087694	-0.186770981838372	-0.16855448493042	0.261825831498053	0.329974136948475	-0.159132808323253	-0.3012520243462	0.028140349424387	0.252048710765457	0.110082666726812	-0.116077741378011	-0.116280083056812	-0.086457751001762	0.023550872997493	0.176217854062668	0.0755850418702
72	0.971042437284244	0.69955382959461	1	0.171875032353001	0.180830438065717	0.846513305677835	-0.133349548425094	-0.576506174491891	-0.073720097350265	0.26270410514572	0.254294201012092	-0.354685752492038	-0.306969186934464	0.092506032586809	0.071259256683341	0.427407583149627	0.188379520703995	-0.087696399631578	0.125336101131355	0.146905726274459	0.135830077996449	0.020020671429044
73	1	0.715032560912061	0.830005480777628	0.044879049393043	0.086901607633765	0.57903171787913	-0.147820503929399	-0.320903383125281	-0.00712555622486	0.122796490604023	-0.014247279600861	-0.026763917382207	0.024675120946022	0.01043776232266	-0.082699880250586	0.167259659505081	0.097254500370325	-0.07789036409374	0.141732933322111	0.038078577875108	-0.153807368706094	-0.088294792861049
74	1	0.211487697336839	0.80431084079437	0.497667813283883	0.014732876066892	0.441228431509837	-0.216811314732852	-0.275126388442923	-0.073101280434862	0.031497653745979	0.226337767853398	0.198128263470823	-0.079007876967234	-0.05341378084064	-0.022109499871088	0.493691312101308	-0.148094267270881	-0.424765646421083	0.215074558187021	0.306125691726207	0.086443850946324	-0.018785359720236
75	1	0.161718205674196	0.093319582007244	0.333213034468704	0.297475542063336	0.252917942375962	0.053939358310582	-0.216770802427992	-0.120052709666742	0.263566556504494	0.272378729716469	-0.101777429151057	-0.227211573891056	0.0571435636852	0.24269278267684	0.137483282632857	-0.045824402250895	-0.130180493370433	-0.05900325264049	0.097781569500377	0.170958674250449	0.049984670416946
